index	name	date	distance_km	climb_m
2364	Nine Edges Endurance	14-9-2013	32.8	893.0
2646	Peris Horseshoe	14-9-2013	28.2	2590.0
2659	Rombalds Romp	14-9-2013	11.3	330.0
2242	St  Boniface Fell	14-9-2013	3.9	235.0
2241	Ventnor Horseshoe	14-9-2013	12.0	443.0
2781	Burnsall	15-9-2013	2.4	244.0
2620	Dale Head	15-9-2013	7.3	675.0
2310	Fit As A Butchers Dog	15-9-2013	6.1	330.0
2766	Wild Goose Chase	15-9-2013	5.4	140.0
2244	Wroxall Round	15-9-2013	21.1	487.0
2301	Good Shepherd	21-9-2013	23.0	610.0
2689	King Johns Castle	21-9-2013	7.4	265.0
2265	Lantern Pike	21-9-2013	8.0	320.0
2621	Scafell Pike	21-9-2013	7.2	914.0
2183	Simonside	21-9-2013	11.0	350.0
2498	Three Shires	21-9-2013	20.0	1220.0
2622	Beefys Nab	22-9-2013	4.8	198.0
2623	Bovey Beauty	22-9-2013	16.0	560.0
2779	Embsay	22-9-2013	4.4	244.0
2184	Fat Boys Stanage Struggle	22-9-2013	9.9	355.0
2302	Viking Chase 4 Peaks	22-9-2013	12.9	457.0
2651	Black Mountains	28-9-2013	27.4	1586.0
2744	Eskdale Show	28-9-2013	7.1	312.0
2702	Isle Of Man Mountain Race	28-9-2013	28.0	1750.0
2761	Isle Of Man Mountain Ultra	28-9-2013	50.0	2500.0
2790	Orton Autumn Fair	28-9-2013	10.0	258.0
2295	Thieveley Pike	28-9-2013	7.0	400.0
2663	Arenig Fawr	29-9-2013	13.0	1000.0
2384	Don Morrison Memorial Edale Skyline	29-9-2013	34.0	1373.0
2624	Powis Arms Bury Ditches	29-9-2013	9.3	395.0
2625	Sandstone Trail Race A	29-9-2013	27.5	655.0
2626	Sandstone Trail Race B	29-9-2013	17.0	288.0
2170	Fan Fawr	5-10-2013	3.2	305.0
2467	Longmynd Hike	5-10-2013	80.0	2990.0
2419	Saddleworth Edges	5-10-2013	13.0	350.0
2482	Langdale Horseshoe	12-10-2013	21.1	1450.0
2366	Manor Water Hill	12-10-2013	16.0	670.0
2693	Peel Hill Junior Races	12-10-2013	2.5	60.0
2669	Breidden Hills	13-10-2013	11.0	690.0
2371	Mendip Muddle	13-10-2013	20.3	488.0
2491	Windgather	13-10-2013	21.7	762.0
2628	Withins Skyline	13-10-2013	12.0	300.0
2627	Running Bear Race You To The Summit	19-10-2013	7.0	260.0
2745	Screes	19-10-2013	7.9	475.0
2412	Stuart Learmouth Wirksworth Undulator	19-10-2013	13.5	384.0
2259	Saltergate - Levisham	20-10-2013	17.0	430.0
2708	Buttermere Shepherds Meet	26-10-2013	2.75	300.0
2692	Cringle Hill	26-10-2013	4.0	75.0
2735	Great Whernside	26-10-2013	6.5	475.0
2630	Bronte Way	27-10-2013	13.0	351.0
2256	Guisborough 3 Tops	27-10-2013	13.0	655.0
2452	Passing Clouds	27-10-2013	15.7	565.0
2458	Grin And Bear It	2-11-2013	25.6	591.0
2390	Shepherds Skyline	2-11-2013	10.0	350.0
2251	Cop Hill	3-11-2013	11.3	274.0
2320	Dunnerdale	9-11-2013	8.0	550.0
2508	Rhobell Fawr	9-11-2013	10.3	562.0
2253	Clay Bank West	10-11-2013	6.7	366.0
2631	Leg It Round Lathkil	10-11-2013	11.5	290.0
2632	Roaches	10-11-2013	28.9	1130.0
2210	Wadsworth Half Trog	10-11-2013	14.7	427.0
2700	Glen Helen Hill	16-11-2013	5.0	100.0
2633	Harriers V Cyclists	16-11-2013	9.7	198.0
2375	Penmaenmawr	16-11-2013	16.1	594.0
2351	15th Hope Moors & Tors	17-11-2013	32.0	1125.0
2794	Arnside Knott	17-11-2013	8.85	280.0
2793	Drogo 10	17-11-2013	15.5	536.0
2492	Wrekin Wrecker	17-11-2013	12.9	732.0
2305	Tour Of Pendle	23-11-2013	27.0	1473.0
2258	Commondale Beacon	24-11-2013	14.0	375.0
2369	David Staff Memorial Race	24-11-2013	8.2	366.0
2634	Kirkbymoor	30-11-2013	10.5	490.0
2266	Angus Tait 20th Hexhamshire Hobble	1-12-2013	16.8	379.0
2635	Cardington Cracker	1-12-2013	14.5	793.0
2279	Gravy Pud	1-12-2013	8.0	305.0
2255	Eskdale Eureka	8-12-2013	12.6	470.0
2264	Mytholmroyd	8-12-2013	11.3	411.0
2290	Simonside Cairns	8-12-2013	17.7	540.0
2844	Really Wild Boar	14-12-2013	8.0	427.0
2696	Slieu Whallian Hill	14-12-2013	5.0	175.0
2637	Stoop	22-12-2013	8.0	250.0
2445	Whinberry Naze	26-12-2013	6.4	229.0
2252	Guisborough Woods	27-12-2013	8.8	376.0
2448	Wansfell	28-12-2013	3.3	405.0
2638	Daleside Brewery Auld Lang Syne	31-12-2013	9.6	300.0
2842	Captain Cooks Races	1-1-2014	8.0	318.0
3404	Giants Tooth	1-1-2014	4.8	120.0
2874	Hillforts And Headaches	1-1-2014	4.8	311.0
3059	Nine Standards	1-1-2014	12.9	549.0
3211	St Johns	1-1-2014	5.0	275.0
2881	Clay Bank East	5-1-2014	9.1	307.0
3144	Peat Pits Wood 1	5-1-2014	8.04	225.0
2914	Trig Point	12-1-2014	26.0	500.0
2967	Trigger	12-1-2014	35.0	1500.0
2892	Yha king Of The Castle	12-1-2014	2.5	200.0
3227	Ashurst Beacon	18-1-2014	9.5	290.0
2962	Box Hill	18-1-2014	12.0	530.0
3406	Lambs Longer Leg	19-1-2014	5.0	290.0
3210	Soreen Stanbury Splash	19-1-2014	12.0	400.0
3180	Ard Whallin	25-1-2014	12.5	750.0
2884	Blakes Heaven	25-1-2014	8.0	503.0
3244	Tigger Tor	26-1-2014	14.5	514.0
3322	Tarren Hendre	1-2-2014	9.7	610.0
2812	Titterstone Clee	1-2-2014	4.1	229.0
2882	Broughton Wood Wobble	2-2-2014	7.3	372.0
2839	Charnwood Hills	2-2-2014	22.5	393.0
2804	Long Mynd Valleys	2-2-2014	18.5	1372.0
3281	Mickleden Straddle	2-2-2014	23.0	741.0
3150	Wadsworth Trog	8-2-2014	32.2	1220.0
2825	Sidmouth 4 Trigs Challenge	9-2-2014	26.0	914.0
3384	Carnethy 5	15-2-2014	10.0	760.0
2880	Commondale Clart	16-2-2014	8.3	220.0
2811	Windy Hill	16-2-2014	14.5	390.0
3090	Mr Sparkles Dark un	21-2-2014	8.1	214.0
3182	Baldwin Valleys	22-2-2014	14.0	750.0
3380	Bleasdale Circle	22-2-2014	8.0	381.0
3301	Cancelled - Quantocks	22-2-2014	12.1	579.0
3238	Flower Scar	22-2-2014	10.4	700.0
3026	Inov-8 High Cup Nick	22-2-2014	15.0	460.0
3135	Moel Y Ci	22-2-2014	8.0	290.0
3203	Ovenden	22-2-2014	13.0	366.0
2928	High Peak Marathon	28-2-2014	67.0	1645.0
3113	Black Combe	1-3-2014	13.0	1000.0
2875	Carding Mill Canter	1-3-2014	7.8	580.0
3089	Pipe Dream	1-3-2014	8.2	518.0
3330	Wild Night Run	1-3-2014	16.0	362.0
3074	Cloud Nine	2-3-2014	14.5	381.0
2879	Glaisdale Rigg	2-3-2014	13.7	562.0
3396	Ilkley Moor	2-3-2014	8.0	401.0
2938	Sedbergh 3 Peaks	4-3-2014	3.6	462.0
3413	Jarrett Jaunt - Handicap Event	8-3-2014	7.2	457.0
3374	Moel Tryfan	8-3-2014	7.2	198.0
2904	Stan Bradshaw Pendle Round	8-3-2014	16.7	590.0
3177	Brough Law	9-3-2014	8.0	400.0
3128	Ian Roberts	9-3-2014	10.3	260.0
3251	Haworth Hobble	15-3-2014	51.0	1340.0
2993	Llantysilio	15-3-2014	9.9	640.0
3055	Middlefell	15-3-2014	10.6	518.0
3024	Bwlch Maesgwm 10k	16-3-2014	10.0	467.0
3200	Narradale	16-3-2014	20.0	1080.0
3360	Wolfs Pit	16-3-2014	9.0	450.0
3223	Cancelled - Fiendsdale	22-3-2014	10.5	671.0
3302	Yr Aran	22-3-2014	16.1	945.0
2883	Blakey Blitz	23-3-2014	17.0	855.0
3410	Cancelled - Edale Half Skyline	23-3-2014	18.0	1001.0
2968	Don Morrison Memorial Edale Skyline	23-3-2014	34.0	1373.0
3133	Midgley Moor	23-3-2014	8.0	381.0
3274	Birnam Hill	29-3-2014	6.5	535.0
3087	Causey Pike	29-3-2014	7.2	543.0
3372	Donard Challenge	29-3-2014	7.5	850.0
3272	Heptonstall	29-3-2014	24.0	1000.0
2980	David Bell Memorial - Spring	30-3-2014	5.6	250.0
3275	Deuchary Hill	30-3-2014	18.0	800.0
2890	Exe To Axe	30-3-2014	32.4	1219.0
3343	Lads Leap	30-3-2014	9.5	518.0
3160	Rivock Edge	30-3-2014	10.9	269.0
2848	Trunce 1	31-3-2014	6.4	170.0
3184	Bunny Run 1	1-4-2014	4.8	100.0
2836	Harry Aspinall Liver Hill	1-4-2014	7.0	250.0
3265	Fron Four	5-4-2014	11.4	716.0
3187	Glen Mona	5-4-2014	11.0	650.0
3386	Lakes Mountain 42	5-4-2014	60.0	2000.0
2799	Llanbedr To Blaenafon	5-4-2014	26.0	1372.0
3378	New Dungeon Ghyll	5-4-2014	5.6	640.0
3157	Pendle	5-4-2014	7.3	457.0
2821	Blubberhouses Moor 25	6-4-2014	39.0	885.0
3072	Cancelled - 5 Tors	6-4-2014	12.6	313.0
3255	Mow Cop	6-4-2014	10.5	400.0
3264	Wrekin	6-4-2014	8.8	519.0
3352	Bunny Run 2	8-4-2014	4.8	100.0
2989	Grisedale Grind	9-4-2014	4.0	480.0
2994	Coledale Horseshoe	12-4-2014	13.7	915.0
3000	Moel Wnion	12-4-2014	6.5	425.0
2907	Screel	12-4-2014	6.4	396.0
3170	Wardle Skyline	12-4-2014	11.3	381.0
3171	Boulsworth Bog	13-4-2014	13.2	425.0
2948	Gisborough Moors	13-4-2014	20.0	850.0
3376	Mynd Mac	13-4-2014	7.25	417.0
2849	Trunce 2	14-4-2014	6.4	170.0
3353	Bunny Run 3	15-4-2014	4.8	100.0
2823	Loughrigg	16-4-2014	6.4	330.0
3312	Rivington Pike	19-4-2014	5.2	213.0
3320	Sugar Loaf	19-4-2014	11.2	526.0
2808	Y Moelwyn	19-4-2014	16.9	853.0
2889	Cancelled - Hartcliff Hill	24-4-2014	4.0	150.0
3154	60th Three Peaks	26-4-2014	37.4	1608.0
3375	Mynydd Mawr	26-4-2014	6.7	420.0
3208	Snaefell	26-4-2014	8.0	550.0
2951	Fox & Hounds Chase	27-4-2014	14.5	457.0
3130	Kinder Downfall	27-4-2014	15.4	600.0
2999	Mynd Dragon	27-4-2014	9.0	500.0
3151	Wirksworth Incline	27-4-2014	6.4	122.0
2831	Masson Hill	29-4-2014	6.5	340.0
3287	Orchan Rocks	29-4-2014	5.4	280.0
2813	Pentyrch	29-4-2014	11.0	488.0
3241	Dockray - Hartside	30-4-2014	10.0	800.0
3246	Tigers Todger	30-4-2014	9.6	259.0
3083	Wrekin Streak	30-4-2014	4.5	247.0
3314	Fo Edge	1-5-2014	6.6	300.0
3025	3 Schools Sponsored Event	3-5-2014	19.5	410.0
3339	Chunal	3-5-2014	4.8	305.0
3115	Coniston	3-5-2014	14.0	1065.0
3164	Fells And Bells	3-5-2014	8.5	310.0
3084	Llangynhafal Loop	3-5-2014	7.6	533.0
3268	Red Kite Challenge	3-5-2014	20.0	600.0
3258	Stuc A Chroin 5000	3-5-2014	22.0	1500.0
3093	The Cake Race	3-5-2014	16.0	518.0
3230	Bluebell Run - Race For The Wild	4-5-2014	8.0	366.0
2872	Great Hameldon	4-5-2014	9.6	338.0
3104	Coiners	5-5-2014	12.2	405.0
3342	James Thorn	5-5-2014	8.0	491.0
2871	Wray Caton Moor	5-5-2014	11.0	335.0
2933	Burbage Skyline	6-5-2014	9.3	366.0
2957	Carlton Challenge	7-5-2014	8.0	360.0
2986	Lords Seat	7-5-2014	8.0	430.0
3253	Lothersdale	7-5-2014	5.8	180.0
3347	Rainow 5	7-5-2014	8.0	229.0
3256	Annalong Horseshoe	10-5-2014	21.0	1550.0
2797	Bollington Festival 3 Peaks	10-5-2014	9.0	370.0
3408	Buttermere Sailbeck	10-5-2014	15.0	1315.0
3234	Cressbrook Crawl	10-5-2014	10.5	350.0
3015	Excalibur	10-5-2014	41.8	1650.0
2921	Last Drop Loop	10-5-2014	8.5	225.0
2919	Steam Bunny Stomp	10-5-2014	11.3	447.0
2850	Trunce 3	12-5-2014	6.4	170.0
3185	Carraghan Fell	13-5-2014	5.8	346.0
3190	Jack Bloor Race	13-5-2014	8.4	350.0
3132	Mearley Clough	13-5-2014	5.6	366.0
3336	Blackstone Edge	14-5-2014	5.6	366.0
3317	Cancelled - Shining Tor	14-5-2014	7.0	350.0
3082	Caradoc Classic	14-5-2014	5.6	268.0
3193	Caw	14-5-2014	9.3	550.0
2899	Latrigg	14-5-2014	4.8	290.0
3235	Durris Mast	15-5-2014	8.8	305.0
3405	May Queen	16-5-2014	4.7	200.0
2931	Cader Idris	17-5-2014	16.9	915.0
3318	Charlesworth Chase	17-5-2014	8.3	366.0
2981	Fairfield Horseshoe	17-5-2014	14.5	914.0
3282	Mount Famine	17-5-2014	8.0	564.0
3092	Old Counties Tops	17-5-2014	59.0	3050.0
2924	C A U Inter Counties Fell Championships	18-5-2014	12.7	514.0
2865	Glaramara	18-5-2014	8.0	700.0
3139	Lantern Pike Dash	18-5-2014	2.0	200.0
3418	Mynydd Myfyr	18-5-2014	6.5	125.0
3222	Totley Moor	20-5-2014	8.3	440.0
3397	Cancelled - Coombes Tor	21-5-2014	10.9	457.0
3252	Kildwick	21-5-2014	6.0	245.0
3111	Latterbarrow Loop	21-5-2014	4.6	250.0
2942	Ossy Oiks	21-5-2014	8.5	525.0
2925	Hutton Roof Crags	24-5-2014	11.3	397.0
2803	Jura	24-5-2014	28.0	2370.0
2868	Preseli Beast	24-5-2014	37.3	1449.0
2869	Preseli Beast Bach	24-5-2014	17.3	698.0
3001	Y Garn	24-5-2014	4.5	460.0
3020	Helvellyn And The Dodds	25-5-2014	24.0	1337.0
3007	Saddleworth	25-5-2014	4.8	290.0
3091	Austwick Amble	26-5-2014	13.0	365.0
3086	Bamford Sheepdog Trials	26-5-2014	7.2	305.0
3101	Ilkley Trail	26-5-2014	11.0	220.0
3081	Shutlingsloe	26-5-2014	3.0	270.0
3229	Batch Bash	28-5-2014	4.8	305.0
3124	Harrock Hill 1	28-5-2014	8.4	275.0
2917	Roseberry Romp	29-5-2014	8.2	320.0
2901	Duddon	31-5-2014	29.0	1830.0
3239	Glas Tulaichean Uphill	31-5-2014	7.0	670.0
2923	Kelbrook	31-5-2014	5.5	213.0
3328	West Nab	31-5-2014	9.5	500.0
2886	Wincle Trout	31-5-2014	9.5	300.0
3060	Edenfield	1-6-2014	10.3	477.0
3147	Peat Pits Wood 3	1-6-2014	8.04	225.0
3334	The Yomp	1-6-2014	37.0	1326.0
2851	Trunce 4	2-6-2014	6.4	170.0
3062	Paddys Pole	3-6-2014	6.0	336.0
3414	Blencathra	4-6-2014	13.0	825.0
2975	Boars Head	4-6-2014	13.0	403.0
3114	Calver Peak	4-6-2014	8.0	275.0
3156	Otley Chevin	4-6-2014	4.5	210.0
3224	Abbey Anniversary	5-6-2014	8.0	549.0
2992	Hebden Bridge	5-6-2014	9.6	350.0
3176	Hendersons End	5-6-2014	9.4	300.0
2990	Tansley	5-6-2014	6.9	183.0
3402	Castleton	6-6-2014	10.8	458.0
3226	Alwinton	7-6-2014	22.5	884.0
2984	Cancelled - Wharfedale Off-road Marathon	7-6-2014	40.0	750.0
3100	Ennerdale Horseshoe	7-6-2014	36.8	2290.0
2900	Pen Y Ghent	7-6-2014	9.5	564.0
2918	Weets	7-6-2014	8.8	550.0
2822	Welsh 1000m Peaks	7-6-2014	32.0	2440.0
2985	Wharfedale Off-road 1/2 Marathon	7-6-2014	21.0	590.0
3058	Accelerate Edale Race	8-6-2014	7.6	402.0
3427	Kettlewell	8-6-2014	2.4	183.0
3102	Up The Beast	10-6-2014	7.2	458.0
3257	Ben Sheann	11-6-2014	3.3	390.0
3053	Gogbatch Gallop	11-6-2014	1.6	100.0
2965	Holcombe Two Towers	11-6-2014	6.5	400.0
2834	Tebay	11-6-2014	13.0	914.0
3267	Yr Hafod	11-6-2014	9.6	305.0
3064	Walsh Two Lads	12-6-2014	8.4	274.0
3008	Cwm Pennant Horseshoe	14-6-2014	27.0	1800.0
3415	Howtown	14-6-2014	20.6	1415.0
3057	Roman Wall Show	14-6-2014	7.1	189.0
3324	Traprain Law	14-6-2014	9.5	220.0
3183	Arthur Jones Bradda Fell	15-6-2014	24.0	1250.0
2896	Darrens Dash	15-6-2014	9.6	457.0
3428	Hawkswick Dash	15-6-2014	1.9	183.0
3040	Knowl Hill	15-6-2014	9.7	396.0
2979	Moel-y-gamelin	15-6-2014	15.2	725.0
3299	Passing Clouds	15-6-2014	15.7	565.0
2959	Surrey Hills Race A	15-6-2014	30.0	800.0
2960	Surrey Hills Race B	15-6-2014	16.0	400.0
2961	Surrey Hills Race C	15-6-2014	10.0	200.0
3321	Sutton Fell	15-6-2014	11.0	260.0
2958	Beacon Batch	17-6-2014	8.0	305.0
2863	Bridestone	17-6-2014	7.5	375.0
3153	Calton	17-6-2014	8.8	244.0
3232	Cautley Horseshoe	18-6-2014	7.54	805.0
3293	Gill Garth Gallop	18-6-2014	9.8	550.0
2895	Hotfoot Up Famau	18-6-2014	5.6	366.0
3199	Humbleton Fell	18-6-2014	8.5	240.0
2796	Langstrath	18-6-2014	7.5	430.0
2809	Rodneys Pillar Handicap	18-6-2014	6.3	290.0
2939	Whorlton Run	18-6-2014	10.0	427.0
3120	Aggies Staircase	19-6-2014	6.4	350.0
3416	Grindleford	19-6-2014	7.2	152.0
3426	Middletown	19-6-2014	5.1	321.0
3338	Fun On The Fells	20-6-2014	5.0	193.0
3438	John Clarke Memorial Race	20-6-2014	5.0	290.0
3425	Moel-y-golfa	20-6-2014	4.6	260.0
3329	Wicken Hill Whizz	20-6-2014	4.5	320.0
3424	Breiddens Breaker	21-6-2014	11.4	720.0
3163	Brown Wardle	21-6-2014	3.13	261.0
3049	Buckden Pike	21-6-2014	6.0	486.0
3250	Cancelled - Cononley	21-6-2014	4.8	300.0
2818	Coity	21-6-2014	8.0	300.0
3191	Darren Jones Clougha Pike	21-6-2014	7.9	400.0
3032	Dig Deep Intro Ultra	21-6-2014	50.0	1388.0
2971	Great Hill	21-6-2014	9.3	480.0
3129	James Blakeley	21-6-2014	5.0	180.0
3300	Peter Brinsley Bosley Fete	21-6-2014	7.5	250.0
3305	Reservoir Bogs	21-6-2014	12.0	450.0
3004	Tal Y Mignedd	21-6-2014	6.2	560.0
3033	Ultra Tour Of The Peak District	21-6-2014	100.0	2722.0
3034	12.12	22-6-2014	19.3	633.0
3429	Helm Hill	22-6-2014	5.3	274.0
3131	Kinder Trog	22-6-2014	25.7	1064.0
3323	Timothy Taylors Tom Tittiman	22-6-2014	6.4	210.0
3332	Windy Gyle	22-6-2014	13.7	549.0
2852	Trunce 5	23-6-2014	6.4	170.0
2841	Riber Run	24-6-2014	6.8	305.0
3240	Dockray- Great Dodd	25-6-2014	15.0	1100.0
2859	Eddies Revenge	25-6-2014	6.1	323.0
3127	Harrock Hill 2	25-6-2014	8.4	275.0
3346	Pontesbury	25-6-2014	4.9	354.0
2862	Blacka Moor Chase	26-6-2014	10.0	440.0
2922	Kirkby Stephen Sports	27-6-2014	5.0	250.0
3401	Tideswell	27-6-2014	7.1	260.0
2833	Chrome Hill	28-6-2014	6.4	213.0
3393	Clif Bar 10 Peaks - Extreme	28-6-2014	100.0	8000.0
3392	Clif Bar 10 Peaks - The Lakes	28-6-2014	73.0	5600.0
3391	Clif Bar 10 Peaks - The Lakes Short	28-6-2014	48.0	3200.0
3110	Darren Holloway Memorial Race	28-6-2014	35.5	2515.0
3361	Dollar	28-6-2014	15.0	1030.0
2815	Eldwick Gala	28-6-2014	4.8	168.0
2877	Foel Fras	28-6-2014	19.3	914.0
3219	V3k	28-6-2014	55.0	4500.0
3220	V3k Ultra Extreme	28-6-2014	90.0	6977.0
3221	Vegan Carneddau	28-6-2014	21.1	1174.0
3045	Whaley Waltz	28-6-2014	9.3	274.0
3076	Arnison Dash	29-6-2014	2.4	300.0
3387	Cronkley	29-6-2014	16.9	535.0
3382	Great Bakewell Pudding Race	29-6-2014	10.4	200.0
3012	Langley Fete	29-6-2014	4.5	198.0
2943	Maybeck 3 Crosses	29-6-2014	9.4	390.0
2805	North Devon  Aonb Marathon	29-6-2014	42.2	1031.0
2806	North Devon Aonb Half Marathon	29-6-2014	22.0	413.0
3373	Settle Hills	29-6-2014	11.3	400.0
3421	20 Barriers	1-7-2014	8.0	160.0
3079	Saltwell Harriers	1-7-2014	9.0	300.0
2885	Cragg Vale	2-7-2014	6.4	244.0
3013	Hope Wakes	2-7-2014	9.5	451.0
3368	Reston Scar Scamper	2-7-2014	6.0	301.0
3381	Flan Fell	3-7-2014	2.9	100.0
3003	Tockholes Evening	3-7-2014	9.4	310.0
3333	Winster	3-7-2014	5.1	177.0
3088	Charmouth Challenge	5-7-2014	12.4	580.0
2830	Chevy Chase	5-7-2014	32.2	1219.0
3273	Heptonstall Festival Grand Depart	5-7-2014	9.5	496.0
3198	James Coulson Laxey Fell	5-7-2014	13.0	650.0
2902	Moel Siabod	5-7-2014	8.7	700.0
3225	Thurlstone Chase	5-7-2014	6.4	244.0
2870	Bampton Sports Day	6-7-2014	8.8	244.0
3278	Langdale Gala	6-7-2014	4.5	410.0
3018	Skiddaw	6-7-2014	14.5	823.0
3071	Hathersage Gala	7-7-2014	7.2	325.0
3036	Stoodley Pike	8-7-2014	5.0	213.0
3412	Askham	9-7-2014	15.0	500.0
3073	Black Rocks	9-7-2014	9.0	250.0
2956	Carlton Midsummer Meander	9-7-2014	10.0	457.0
3254	Stirton	9-7-2014	9.0	360.0
3351	Wormstones	9-7-2014	6.4	411.0
2876	Beacon Hill	10-7-2014	9.7	458.0
3231	Bull Hill	10-7-2014	8.8	335.0
2915	Sedbergh Sports	11-7-2014	5.6	400.0
3420	Addingham Gala	12-7-2014	9.5	300.0
3228	Baildon Canter	12-7-2014	5.6	152.0
3022	Charlesworth  & Chisworth Carnival	12-7-2014	5.1	180.0
3294	Oakworth Haul	12-7-2014	9.0	250.0
3236	Pen Y Fan	12-7-2014	5.8	588.0
2801	Tal Y Fan	12-7-2014	12.8	786.0
3149	Wasdale	12-7-2014	34.0	2750.0
2970	Wharfedale Ttt Race 2	12-7-2014	20.0	914.0
2819	Bollington Nostalgia	13-7-2014	11.4	372.0
3048	Broomhead Chase	13-7-2014	5.6	250.0
3117	Cosdon	13-7-2014	5.2	315.0
3237	Fan Y Big Horseshoe	13-7-2014	16.5	670.0
2898	Peak Forest	13-7-2014	9.7	198.0
3435	Pier To Pier - The Way Of The Gull	13-7-2014	9.5	370.0
2963	Wharfedale Ttt Race 3	13-7-2014	6.4	335.0
2853	Trunce 6	14-7-2014	6.4	170.0
3169	Blisco Dash	16-7-2014	8.0	650.0
3319	Stiperstones	16-7-2014	5.1	244.0
3063	Widdop	16-7-2014	11.3	366.0
3068	Sheldon	17-7-2014	6.4	162.0
3121	Bingley Show	19-7-2014	10.0	233.0
2878	Ingleborough	19-7-2014	11.0	600.0
3445	Kerridge Climb	19-7-2014	1.6	95.0
3039	North Bovey Fair	19-7-2014	5.5	260.0
3023	Snowdon	19-7-2014	16.1	1006.0
3080	Warton Crag	19-7-2014	9.3	183.0
3065	Coniston Country Fair	20-7-2014	9.7	732.0
3430	Cracoe	20-7-2014	4.2	274.0
3123	Great Hucklow	20-7-2014	9.8	340.0
2893	Holme Moss	20-7-2014	25.5	1285.0
3371	Kentmere Horseshoe	20-7-2014	19.8	1006.0
2954	Cock Howe And Beyond	23-7-2014	11.5	460.0
3017	Green Green Grass Of Home	23-7-2014	7.2	457.0
3126	Harrock Hill 3	23-7-2014	8.4	275.0
3365	Stoney Middleton	24-7-2014	8.5	200.0
2934	Beetham Sports	26-7-2014	9.3	283.0
2891	Ben Rinnes Five Tops	26-7-2014	22.6	1500.0
3043	Lingmell Dash	26-7-2014	7.2	762.0
2888	Push-up-the-pincyn	26-7-2014	10.0	396.0
3350	Turnslack	26-7-2014	12.9	610.0
3194	Bridges Or Bust	27-7-2014	12.2	470.0
2894	James Herriot Run	27-7-2014	14.0	305.0
3152	Ravenscar Rumble	30-7-2014	7.5	240.0
3403	Cock Hill Wood	31-7-2014	5.4	339.0
3370	Heart Of The Lakes Rydal Round	31-7-2014	14.5	915.0
3202	North Barrule	1-8-2014	6.0	500.0
3112	Salt Cellar	1-8-2014	10.9	486.0
2866	Borrowdale	2-8-2014	27.0	2000.0
3095	Creag Dhubh	2-8-2014	7.0	402.0
3138	Great West	2-8-2014	8.0	415.0
2826	Hellifield Gala	2-8-2014	5.6	260.0
3009	Mourne Seven Sevens	2-8-2014	30.0	2680.0
3175	Osmotherley Show	2-8-2014	8.8	320.0
3099	Teggs Nose	2-8-2014	11.7	525.0
2937	Arenig Fawr	3-8-2014	13.0	1000.0
3431	Farlton Knott	3-8-2014	7.2	457.0
3367	Worsthorne Moor	3-8-2014	10.9	274.0
2854	Trunce 7	4-8-2014	6.4	170.0
3242	Bradwell	5-8-2014	6.0	230.0
3118	Crow Hill Reverse	5-8-2014	8.0	305.0
3288	Parwich Panoramic Five	5-8-2014	8.5	200.0
3094	Cracken Edge	6-8-2014	11.3	442.0
2988	Gribdale Gallop	6-8-2014	11.6	585.0
2978	Ponderosa	6-8-2014	6.4	289.0
2864	Steel Fell	6-8-2014	5.0	400.0
3216	Whittle Pike	6-8-2014	8.2	488.0
3142	Derbyshire Chevin 1	7-8-2014	7.3	259.0
2802	Arncliffe Gala	9-8-2014	3.0	140.0
3166	Half Tour Of Bradwell	9-8-2014	25.0	970.0
3167	Long Tour Of Bradwell	9-8-2014	52.7	2200.0
3035	Turner Landscape	9-8-2014	17.0	910.0
3172	Boulsworth Fell	10-8-2014	10.5	300.0
3178	Forest Burn	10-8-2014	5.6	150.0
3292	Lowther Lakeland Trail	10-8-2014	21.0	430.0
3136	Round Hill	10-8-2014	14.1	335.0
3446	Peel Hill	11-8-2014	6.3	230.0
2911	Toms Bransdale Race	12-8-2014	12.0	400.0
2787	Colden Killer Mile	13-8-2014	1.0	111.0
3407	Eccles Pike	13-8-2014	5.4	305.0
2977	Pilgrims Cross	13-8-2014	9.7	336.0
3141	Denis Stitt Memorial Race	14-8-2014	6.0	370.0
3075	Rickys Race	14-8-2014	7.3	240.0
3097	Darwen Gala Catherine Dowdall Memorial	16-8-2014	7.5	283.0
3109	Gargrave Show	16-8-2014	5.6	274.0
3038	Rusland 5	16-8-2014	7.8	310.0
3295	Sticklepath Horseshoe	16-8-2014	15.5	519.0
2972	2 Hillforts	17-8-2014	15.1	550.0
2916	Belper Rugby Rover	17-8-2014	30.0	671.0
3052	Lakeland Country Fair	17-8-2014	11.0	716.0
2905	Lomonds Of Fife	17-8-2014	16.2	760.0
3212	Sedbergh Hills	17-8-2014	22.5	1830.0
2855	Trunce 8	18-8-2014	6.4	170.0
3069	Shipman Knotts	19-8-2014	6.0	400.0
2817	Crook Peak Cake Race	20-8-2014	4.8	200.0
3341	Golf Ball	20-8-2014	8.8	244.0
2947	Guisborough Grunt	20-8-2014	10.0	416.0
3046	Round Latrigg	20-8-2014	8.8	244.0
3077	Arnison Crag Horseshoe	23-8-2014	5.0	300.0
3195	Brecon Beacons	23-8-2014	30.6	1372.0
2832	Burnsall Classic	23-8-2014	2.4	274.0
3311	Cancelled - Rise Hill	23-8-2014	4.7	422.0
2867	Chipping Show	23-8-2014	12.1	549.0
3218	Falstone Falcon	23-8-2014	8.0	230.0
2814	Ochil 2000s	23-8-2014	30.0	1525.0
